Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"Hadwen Park Market",-71.724991,42.595417,"1 MAIN ST","","LUNENBURG","MA","01462","","WORCESTER"
"ROUXS MARKET",-71.651001,42.544491,"23 Front St","","Shirley","MA","01464","","MIDDLESEX"
"PRICERITE OF BROCKTON",-71.041801,42.074715,"21 Torrey St","","Brockton","MA","02301","4849","PLYMOUTH"
"7-ELEVEN 22398A",-72.620499,42.21151,"539 Pleasant St","","Holyoke","MA","01040","2425","HAMPDEN"
"DOLLAR TREE 2471",-71.214111,41.750916,"58 Swansea Mall Dr","Strip Mall","Swansea","MA","02777","4115","BRISTOL"
"DOLLAR TREE 2909",-72.726433,42.113956,"301B E Main St","","Westfield","MA","01085","3307","HAMPDEN"
"DOLLAR TREE 3018",-71.34816,41.943378,"1190 S Washington St","","N Attleboro","MA","02760","3628","BRISTOL"
"DOLLAR TREE 3085",-70.963654,42.449444,"759 Lynnway","","Lynn","MA","01905","3017","ESSEX"
"BOYLES MARKET",-71.103867,42.408009,"199 MYSTIC AVE","","MEDFORD","MA","02155","","MIDDLESEX"
"Johnnys Market 3",-71.033455,42.394554,"54 Washington Ave","","Chelsea","MA","02150","3907","SUFFOLK"
"WALGREENS 10128",-72.254341,42.254379,"171 West St","","Ware","MA","01082","1458","HAMPSHIRE"
"MIN YOYO STORE",-71.0326,42.101807,"180 Oak St","","Brockton","MA","02301","1354","PLYMOUTH"
"99 Market",-71.325806,42.63332,"180 Liberty St","","Lowell","MA","01851","3107","MIDDLESEX"
"ORIENTAL FOOD MARKET",-71.138496,41.689289,"418 QUEQUECHAN ST","","FALL RIVER","MA","02723","1632","BRISTOL"
"Essex Market",-71.157722,42.707756,"175 Essex St","","Lawrence","MA","01840","1605","ESSEX"
"TU TIERRA MARKET",-71.153343,42.697601,"164 S Union St","","Lawrence","MA","01843","1645","ESSEX"
"PACE ENERGY",-71.312752,42.656437,"710 Lakeview Ave","","Lowell","MA","01850","1859","MIDDLESEX"
"FULL MOON MARKET",-70.961227,42.460159,"369 Summer St","","Lynn","MA","01905","","ESSEX"
"TARGET 2167",-71.004456,41.640762,"479 State Rd","","North Dartmouth","MA","02747","4309","BRISTOL"
"TARGET 2173",-70.929596,42.111492,"385 Centre Ave","","Abington","MA","02351","2209","PLYMOUTH"
"DAILY MART",-71.376579,42.278152,"2 MILL ST","","NATICK","MA","01760","","MIDDLESEX"
"BELL'S CASH MARKET INC",-71.051338,42.332596,"246 Dorchester St","","South Boston","MA","02127","2877","SUFFOLK"
"FRESH ACRES MARKET",-72.496498,42.11441,"1941 Wilbraham Rd","","Springfield","MA","01129","1822","HAMPDEN"
"ROCHE BROS SUPERMARKET 111",-71.210365,41.981956,"175 MANSFIELD AVENUE","","NORTON","MA","02766","","BRISTOL"
"IZZYS CORNER VARIETY",-71.083633,42.336792,"100 Hammond St","","Roxbury Crossing","MA","02120","2243","SUFFOLK"
"Y-NOT VARIETY  STORE",-71.115814,42.395702,"140 Willow Ave","","Somerville","MA","02144","2520","MIDDLESEX"
"SUNNYS MART",-72.580597,42.032684,"43 Maple St","","East Longmeadow","MA","01028","2745","HAMPDEN"
"SAVE-A-LOT 825",-71.099907,41.902466,"1 WASHINGTON ST","","TAUNTON","MA","02780","","BRISTOL"
"HADWEN PARK MARKET",-71.835884,42.229855,"256 Webster St","","Worcester","MA","01603","2225","WORCESTER"
"BOSTON RD GULF",-72.527077,42.130608,"429 Boston Rd","","Springfield","MA","01109","1233","HAMPDEN"
"EDDIE PLAZA SUPERMARKET",-71.812599,42.263927,"300 Pleasant St","","Worcester","MA","01609","2025","WORCESTER"
"QUICK MART",-71.014191,42.406902,"225 Broadway","","Revere","MA","02151","5028","SUFFOLK"
"SAVE MORE",-72.562248,42.092396,"190 Orange St","","Springfield","MA","01108","1324","HAMPDEN"
"SMART STOP CONVENIENCE STORE",-71.123016,41.888504,"306 WINTHROP ST","","TAUNTON","MA","02780","","BRISTOL"
"CENTRAL SUPERMARKET IGA",-72.047935,42.681854,"49 CENTRAL ST","","WINCHENDON","MA","01475","","WORCESTER"
"WALGREENS 09538",-71.083664,42.330486,"2275 Washington St","","Roxbury","MA","02119","3212","SUFFOLK"
"ONE STOP MARKET",-71.030121,42.389015,"138 Central Ave","","Chelsea","MA","02150","3204","SUFFOLK"
"CUMBERLAND FARMS 6719",-72.029633,42.231571,"550 E Main St","","E Brookfield","MA","01515","1701","WORCESTER"
"Tedeschi Food Shops 408",-71.354691,42.683712,"1217 Mammoth Rd","","Dracut","MA","01826","3033","MIDDLESEX"
"Tedeschi Food Shops 419",-70.883362,42.543156,"52 Cabot St","","Beverly","MA","01915","4960","ESSEX"
"Sunrise Market",-71.132301,42.352993,"152 Brighton Ave","","Allston","MA","02134","2011","SUFFOLK"
"MASS FOOD MARKET",-71.078011,42.337227,"603 Massachusetts Ave","","Boston","MA","02118","1853","SUFFOLK"
"TUFTS VARIETY STORE INC",-71.123978,42.41296,"285 Boston Ave","","Medford","MA","02155","5200","MIDDLESEX"
"DANIELS BAKERY",-71.15493,42.349178,"395 Washington St","","Brighton","MA","02135","2731","SUFFOLK"
"SHAW'S SUPERMARKET 07440",-70.821671,42.11647,"35 Columbia Rd","","Hanover","MA","02339","2317","PLYMOUTH"
"BANGKOK MARKET INC",-71.318062,42.634235,"179 Chelmsford St","","Lowell","MA","01851","3308","MIDDLESEX"
"JUMA GROCERY",-71.554947,42.347389,"55 Mechanic St","","Marlborough","MA","01752","4403","MIDDLESEX"
"Almaeedeh International Halal Meat",-71.015434,42.267349,"690 Hancock St","","Quincy","MA","02170","2814","NORFOLK"
"7-ELEVEN 32449B",-71.151436,41.715549,"1040 N Main St","","Fall River","MA","02720","2628","BRISTOL"
"Omi Oriental Grocery Store",-72.585686,42.099953,"1096 Main St","","Springfield","MA","01103","2108","HAMPDEN"
"OKLA Corporation DBA/ 7 Eleven #32457D 32457D",-71.070564,42.34642,"55 Berkeley St","","Boston","MA","02116","6202","SUFFOLK"
"Daily Mart",-71.091454,42.422634,"267 Spring St","","Medford","MA","02155","2833","MIDDLESEX"
"Walnut Mart",-70.92437,42.526764,"36C Walnut St","","Peabody","MA","01960","5673","ESSEX"
"Harvard Street Community Market",-71.07608,42.297955,"55 Harvard St","","Dorchester Center","MA","02124","1930","SUFFOLK"
"Posada Market",-71.054428,42.412613,"69 Hancock St","","Everett","MA","02149","2801","MIDDLESEX"
"AZ Mart",-72.595299,42.116299,"289 Carew St","","Springfield","MA","01104","2315","HAMPDEN"
"Kumasi Supermarket",-71.814735,42.254414,"852 Main St","","Worcester","MA","01610","1443","WORCESTER"
"Hasseys Grocery",-71.140816,42.726303,"235 East St","","Methuen","MA","01844","5463","ESSEX"
"Papi Grocery Store",-71.153442,42.696461,"205 S Union St","","Lawrence","MA","01843","1610","ESSEX"
"M Roberto Brothers",-71.102509,42.406754,"240 Mystic Ave","","Medford","MA","02155","4652","MIDDLESEX"
"WALGREENS 03112",-71.187416,42.424946,"1425 Massachusetts Ave","","Arlington","MA","02476","4103","MIDDLESEX"
"WALGREENS 07220",-71.347244,42.60144,"86 Chelmsford St","","Chelmsford","MA","01824","3019","MIDDLESEX"
"PRIDE CONVENIENCE",-72.328781,42.159912,"1053 Thorndike St","","Palmer","MA","01069","1504","HAMPDEN"
"Mobil On The Run",-71.308533,42.631306,"785 Gorham St","","Lowell","MA","01852","4644","MIDDLESEX"
"Neptune Convenience",-71.025513,42.379967,"3 Neptune Rd","","Boston","MA","02128","1456","SUFFOLK"
"PriceRite of Lynn",-70.951492,42.456924,"395 Lynnway","","Lynn","MA","01901","1707","ESSEX"
"D & T Market LLC",-70.946449,42.469509,"17 High Rock St","","Lynn","MA","01902","3814","ESSEX"
"Racing Mart Fuels",-72.552094,42.087284,"685 Sumner Ave","","Springfield","MA","01108","2456","HAMPDEN"
"JA Fernandez Inc",-71.088943,42.324081,"2665 Washington St","","Roxbury","MA","02119","1403","SUFFOLK"
"Barcas Spa",-71.182915,42.365986,"42 Mount Auburn St","","Watertown","MA","02472","3929","MIDDLESEX"
"Walmart Supercenter 3409",-71.937874,42.24794,"1620 Main St","","Leicester","MA","01524","1948","WORCESTER"
"Crystal Fruit",-71.10157,42.322819,"278 Centre St","","Jamaica Plain","MA","02130","1638","SUFFOLK"
"Kippo Market",-71.061478,42.413673,"42 Bradford St","","Everett","MA","02149","1247","MIDDLESEX"
"WALGREENS 09319",-71.080681,42.403915,"49 Station Lndg","","Medford","MA","02155","5192","MIDDLESEX"
"WALGREENS 10127",-72.588188,42.122246,"625 Carew St","","Springfield","MA","01104","1961","HAMPDEN"
"Tedeschi Food Shops 308",-71.059517,42.302448,"1420 Dorchester Ave","","Dorchester","MA","02122","2922","SUFFOLK"
"B & E Variety Store",-71.091698,41.896812,"4 Harrison St","","Taunton","MA","02780","","BRISTOL"
"P&S Convenience",-71.321587,42.644203,"35 Willie St","Unit 4","Lowell","MA","01854","4165","MIDDLESEX"
"Better Life Whole Foods",-72.509285,42.094566,"1500 Allen St","","Springfield","MA","01118","1817","HAMPDEN"
"CVS Pharmacy, Inc. 810",-71.758339,42.519016,"188 Central St","","Leominster","MA","01453","6114","WORCESTER"
"CVS Pharmacy, Inc. 4471",-72.572487,42.109695,"600 State St","","Springfield","MA","01109","4104","HAMPDEN"
"Western Avenue Market",-70.945145,42.481079,"108A Western Ave","","Lynn","MA","01904","2737","ESSEX"
"Prathnas Convenience",-71.317757,42.647141,"408 Suffolk St","","Lowell","MA","01854","3854","MIDDLESEX"
"Organic Rainbow",-70.88327,42.550365,"267 Rantoul St","","Beverly","MA","01915","5711","ESSEX"
"Main Street Market",-70.074554,41.686241,"715 Main St","","Harwich","MA","02645","2751","BARNSTABLE"
"Frugal Franks",-71.180168,41.675983,"126 Shove Street","","Fall River","MA","02724","","BRISTOL"
"Central Street Market",-71.582489,42.396931,"1517 Central St","","Hudson","MA","01749","1343","MIDDLESEX"
"Broadway Market",-71.034355,42.437904,"481 Broadway","","Malden","MA","02148","2036","MIDDLESEX"
"Makkah Market",-70.991966,42.397564,"1 Unity Ave","","Revere","MA","02151","4126","SUFFOLK"
"Tesoro Supermarket",-71.417259,42.275097,"80 Hollis St","","Framingham","MA","01702","8616","MIDDLESEX"
"Tropical Food Market and Deli",-72.551544,42.112873,"343 Wilbraham Rd","","Springfield","MA","01109","2727","HAMPDEN"
"Parus",-72.605713,42.100212,"766 Main St","","W Springfield","MA","01089","3936","HAMPDEN"
"El Gustaso Market",-70.970001,42.458614,"550 Summer St","","Lynn","MA","01905","2356","ESSEX"
"Cappys Convenience Store",-71.05677,42.318638,"949 Dorchester Ave","","Dorchester","MA","02125","1251","SUFFOLK"
"Supreme Mart",-71.14901,41.683319,"510 Brayton Ave","","Fall River","MA","02721","3634","BRISTOL"
"Shawmut Grocery",-71.080574,42.335545,"614 Shawmut Ave","","Boston","MA","02118","3218","SUFFOLK"
"La Economia Meat Market",-71.176041,42.706379,"478 Haverhill St","","Lawrence","MA","01841","4225","ESSEX"
"PriceRite of Westfield",-72.726433,42.113956,"301C E Main St","","Westfield","MA","01085","3307","HAMPDEN"
"St Elias Mini Market",-70.92205,41.621105,"75 Rivet St","","New Bedford","MA","02744","1811","BRISTOL"
"Maple Farm Foods",-72.550858,42.356037,"10 S Maple St","","Hadley","MA","01035","9736","HAMPSHIRE"
"Los Paisanos Market",-71.038925,42.370541,"11 Meridian St","","Boston","MA","02128","1928","SUFFOLK"
"Artichoke Food Cooperative",-71.81179,42.255886,"800 Main St","","Worcester","MA","01610","","WORCESTER"
"WALGREENS  4535",-71.042641,42.164684,"107 N Main St","","Randolph","MA","02368","","NORFOLK"
"Norfolk Food Mart",-71.325272,42.120495,"10 Rockwood Rd","","Norfolk","MA","02056","1410","NORFOLK"
"D & D Convenience Store",-71.05661,42.316517,"1002 Dorchester Ave","","Dorchester","MA","02125","1314","SUFFOLK"
"Lynnfield Street Market",-70.970879,42.494576,"263 Lynnfield St","","Lynn","MA","01904","1634","ESSEX"
"Stop-N-Gas",-71.023193,42.084412,"81 Warren Ave","","Brockton","MA","02301","3830","PLYMOUTH"
"Asian Food Market",-72.728729,42.148373,"284 Southampton Rd","","Westfield","MA","01085","1321","HAMPDEN"
"VN Market",-70.951157,42.466465,"207 Washington St","","Lynn","MA","01902","4760","ESSEX"
"Target 1281",-71.499519,42.159645,"250 Fortune Blvd","","Milford","MA","01757","1743","WORCESTER"
"Target 1348",-71.774788,42.294518,"529 Lincoln St","","Worcester","MA","01605","1905","WORCESTER"
"Hyannis Food Mart",-70.280716,41.655045,"18 Center St","","Hyannis","MA","02601","5536","BARNSTABLE"
"Gulf Express Mart",-71.80909,42.250828,"399 Southbridge St","","Worcester","MA","01610","1709","WORCESTER"
"7-Eleven 16423G",-71.035965,42.0886,"411 Pleasant St","","Brockton","MA","02301","2520","PLYMOUTH"
"WALGREENS 09152",-71.792015,42.327206,"937 W Boylston St","","Worcester","MA","01606","1139","WORCESTER"
"WALGREENS 10319",-71.777962,42.293205,"472 Lincoln St","","Worcester","MA","01605","1917","WORCESTER"
"Honey Farms",-71.768082,42.530704,"202 Merriam Ave","","Leominster","MA","01453","2758","WORCESTER"
"A B Tineo Grocery",-71.038261,42.390453,"24A Everett Ave","","Chelsea","MA","02150","","SUFFOLK"
"St James Mini Market",-72.571091,42.118427,"328 Saint James Ave","","Springfield","MA","01109","3841","HAMPDEN"
"DOLLAR TREE 1744",-71.758965,42.592033,"308 Massachusetts Ave","","Lunenburg","MA","01462","1219","WORCESTER"
"Popcorn Market",-71.787521,42.272625,"179 Belmont St","","Worcester","MA","01605","2803","WORCESTER"
"Battambang Market",-70.996368,42.407959,"120 Shirley Ave","","Revere","MA","02151","3209","SUFFOLK"
"Target 2267",-71.142776,42.027397,"41 Robert Dr","","South Easton","MA","02375","1352","BRISTOL"
"White Hen Pantry 1-0601-1",-70.974464,42.567822,"110 Newbury St","","Danvers","MA","01923","5209","ESSEX"
"Cedar Street Market",-71.509346,42.148296,"100 E Main St","","Milford","MA","01757","2704","WORCESTER"
"Family Market",-71.047646,42.331303,"334 E 8th St","","Boston","MA","02127","3922","SUFFOLK"
"J & J Discount Mini Mart",-71.054176,42.340935,"131 W Broadway","","Boston","MA","02127","1017","SUFFOLK"
"College Convenience Store",-71.08638,42.341702,"281 Huntington Ave","","Boston","MA","02115","4547","SUFFOLK"
"Target 1495",-70.713997,41.966793,"101 Independence Mall Way","Ste 1","Kingston","MA","02364","2282","PLYMOUTH"
"Target 1516",-71.606033,42.359127,"423 Donald Lynch Blvd","","Marlborough","MA","01752","4709","MIDDLESEX"
"Seaport Seafood Market",-70.99044,42.081261,"714 Crescent St","","Brockton","MA","02302","3343","PLYMOUTH"
"Meridian Corner Mart",-71.039131,42.378788,"357 Meridian St","","Boston","MA","02128","1313","SUFFOLK"
"Sids Smoke Shop",-71.065727,42.344147,"1120 Washington St","","Boston","MA","02118","2219","SUFFOLK"
"Pams Market",-71.178467,42.258869,"374 Bridge St","","Dedham","MA","02026","1753","NORFOLK"
"7-Eleven 33425A",-71.067924,42.342155,"1306 Washington St","","Boston","MA","02118","4403","SUFFOLK"
"WALGREENS 06850",-70.955978,41.636349,"1103 Kempton St","","New Bedford","MA","02740","1530","BRISTOL"
"Javier Market",-71.142296,42.720451,"311 E Haverhill St","","Lawrence","MA","01841","1426","ESSEX"
"STOP & SHOP SUPER CENTER 488",-71.09565,42.520248,"25 Walkers Brook Dr","","Reading","MA","01867","3226","MIDDLESEX"
"WALGREENS 10375",-70.935661,41.700027,"2968 Acushnet Ave","","New Bedford","MA","02745","3620","BRISTOL"
"Qwik Mart",-71.112602,42.392273,"290 Highland Ave","","Somerville","MA","02144","3222","MIDDLESEX"
"Paxton Market",-71.928802,42.312244,"707 Pleasant St","","Paxton","MA","01612","1026","WORCESTER"
"ABS Gas & Go",-71.785278,42.58366,"115 Lunenburg St","","Fitchburg","MA","01420","4459","WORCESTER"
"University Convenience",-71.327347,42.653999,"102 University Ave","","Lowell","MA","01854","2432","MIDDLESEX"
"Bostonian Market & Cafe",-71.065025,42.343224,"40 Fay St","Ste 116","Boston","MA","02118","4316","SUFFOLK"
"7-ELEVEN 33615B",-71.096214,42.348751,"532 Commonwealth Ave","","Boston","MA","02215","2606","SUFFOLK"
"7-ELEVEN 32874B",-71.048065,42.296196,"730 William T Morrissey Blvd","","Dorchester","MA","02122","3403","SUFFOLK"
"OConnells Convenience Plus 38",-72.633125,42.158863,"2044 Riverdale St","","W Springfield","MA","01089","1066","HAMPDEN"
"STOP & SHOP 490",-71.331955,41.971233,"206 E Washington St","Unit 1","North Attleboro","MA","02760","2390","BRISTOL"
"Eastern Market",-70.925095,42.471333,"121 Eastern Ave","","Lynn","MA","01902","1307","ESSEX"
"Old Towne Market",-71.013161,42.514183,"8 Post Office Sq","","Lynnfield","MA","01940","2218","ESSEX"
"Hilltop Butcher Shop",-70.956078,42.204872,"116 Main St","","Weymouth","MA","02188","2811","NORFOLK"
"Target 2287",-71.180328,42.73243,"67 Pleasant St","","Methuen","MA","01844","","ESSEX"
"Target 2292",-70.742737,41.779224,"2421 Cranberry Hwy","Ste 110","Wareham","MA","02571","5099","PLYMOUTH"
"Target 2325",-71.119209,42.785915,"35 Computer Dr","","Haverhill","MA","01832","1236","ESSEX"
"Dudley Street Market",-71.132034,42.395786,"75 Dudley St","","Cambridge","MA","02140","2419","MIDDLESEX"
"Kajal Newstand",-71.801743,42.263245,"14 Front St","","Worcester","MA","01608","1705","WORCESTER"
"Orchard Variety",-72.503128,42.159698,"152 Main St","","Indian Orchard","MA","01151","1131","HAMPDEN"
"Broadway Mini Mart",-71.167427,42.703991,"9 Broadway","","Lawrence","MA","01840","1002","ESSEX"
"Asian Market",-72.555046,42.088909,"19 Pomona St","","Springfield","MA","01108","2122","HAMPDEN"
"Emely Market",-72.563042,42.105991,"168 Eastern Ave","","Springfield","MA","01109","","HAMPDEN"
"Richdale Convenience Store",-70.971176,42.470039,"149 Walnut St","","Lynn","MA","01905","1168","ESSEX"
"Checkers General Store",-72.410164,42.272545,"2 Stadler St","","Belchertown","MA","01007","9848","HAMPSHIRE"
"CITGO Food Mart",-72.536041,42.125038,"119 Boston Rd","","Springfield","MA","01109","1703","HAMPDEN"
"Hyde Park Market",-71.108353,42.262726,"853 River St","","Mattapan","MA","02126","1910","SUFFOLK"
"WALGREENS 10209",-71.133629,42.679008,"800 Waverley Rd","","North Andover","MA","01845","5047","ESSEX"
"Roche Bros Supermarkets Inc 119",-71.608322,42.269932,"1100 Union St","","Westborough","MA","01581","5409","WORCESTER"
"Saabs Market",-71.189713,42.180294,"1001 Providence Hwy","","Norwood","MA","02062","","NORFOLK"
"Las Chicas Market",-72.612137,42.206177,"341 Appleton St","","Holyoke","MA","01040","4309","HAMPDEN"
"NK Convenience",-71.13781,42.421177,"562 High St","","Medford","MA","02155","6728","MIDDLESEX"
"Celinas Market",-71.031921,42.110279,"1041 N Main St","","Brockton","MA","02301","1543","PLYMOUTH"
"Bucknam Street Market",-71.059822,42.410381,"63 Bucknam St","","Everett","MA","02149","2138","MIDDLESEX"
"WALGREENS 10401",-71.789696,42.256504,"220 Grafton St","","Worcester","MA","01604","4906","WORCESTER"
"Warren Cash Market",-72.193268,42.213245,"942 Main St","","Warren","MA","01083","1058","WORCESTER"
"New G & M Grocery",-71.810196,42.243938,"504 Cambridge St","","Worcester","MA","01610","2657","WORCESTER"
"Llanera Supermarket",-71.049889,42.332176,"258 E 8th St # 260","","Boston","MA","02127","3906","SUFFOLK"
"WALGREENS 10802",-71.16272,41.679276,"328 Rhode Island Ave","","Fall River","MA","02721","2330","BRISTOL"
"Framingham Convenience Store",-71.416023,42.280144,"189 Concord St","","Framingham","MA","01702","6701","MIDDLESEX"
"Madison Market",-71.069511,42.42038,"124 Madison St","","Malden","MA","02148","6825","MIDDLESEX"
"Villa Sombrero Dollar Store & Plus",-71.072311,42.321617,"543 Dudley St","","Roxbury","MA","02119","2768","SUFFOLK"
"Henry's Foods Inc",-70.893456,42.572159,"588 Cabot St","","Beverly","MA","01915","2550","ESSEX"
"New Store On The Block",-71.056847,42.321819,"845 Dorchester Ave # 847","","Dorchester","MA","02125","1106","SUFFOLK"
"I J Convenience & Variety Store",-71.118828,42.280045,"604 Hyde Park Ave","","Roslindale","MA","02131","3812","SUFFOLK"
"Mass Convenience",-71.144203,42.407314,"245 Massachusetts Ave","","Arlington","MA","02474","8439","MIDDLESEX"
"Linden Convenience Plus",-71.025131,42.432175,"455 Lynn St","","Malden","MA","02148","6235","MIDDLESEX"
"Star Market Coffee Shop",-71.151855,41.702286,"317 Bank St","","Fall River","MA","02720","4901","BRISTOL"
"Coggshall Food Market",-70.932556,41.655506,"461 Coggeshall St","","New Bedford","MA","02746","1698","BRISTOL"
"Chandler Market",-71.818657,42.260914,"216 Chandler St","","Worcester","MA","01609","2927","WORCESTER"
"Santo Domingo Grocery",-70.937111,42.469334,"158 Chestnut St","","Lynn","MA","01902","2915","ESSEX"
"Lowell Food Mart",-71.325081,42.633476,"624 School St","","Lowell","MA","01851","2612","MIDDLESEX"
"7-Day Store",-70.99118,42.397102,"668 Winthrop Ave","","Revere","MA","02151","5546","SUFFOLK"
"D&M Variety",-70.960098,42.459183,"99 Commercial St","","Lynn","MA","01905","2905","ESSEX"
