Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"Family Dollar 7767",-71.415642,42.150318,"106 Main St","Unit A","Medway","MA","02053","1833","NORFOLK"
"Family Dollar 2209",-73.250694,42.457108,"631 North St","","Pittsfield","MA","01201","4102","BERKSHIRE"
"Family Dollar 5331",-73.214439,42.463383,"457 Dalton Ave","","Pittsfield","MA","01201","","BERKSHIRE"
"Family Dollar 3730",-71.008743,42.020531,"46 N Main St","","West Bridgewater","MA","02379","1735","PLYMOUTH"
"Family Dollar 3837",-70.907188,42.123543,"366 Market St","","Rockland","MA","02370","1935","PLYMOUTH"
"Family Dollar 6370",-70.705666,42.091198,"28 Snow Rd","","Marshfield","MA","02050","3409","PLYMOUTH"
"Family Dollar 6646",-70.937599,42.08157,"611 Washington St","Ste 1","Whitman","MA","02382","1399","PLYMOUTH"
"Family Dollar 7261",-71.006912,42.167999,"480 N Franklin St","","Holbrook","MA","02343","1152","NORFOLK"
"Family Dollar 891",-72.250969,42.25605,"130 West St","","Ware","MA","01082","1448","HAMPSHIRE"
"Family Dollar 2026",-72.56002,42.605198,"210 Avenue A","","Turners Falls","MA","01376","1817","FRANKLIN"
"Family Dollar 3104",-72.260468,42.582752,"1624 S Main St","","Athol","MA","01331","2162","WORCESTER"
"Family Dollar 7878",-71.56514,42.378437,"234 Washington St","Ste 1","Hudson","MA","01749","3735","MIDDLESEX"
"Family Dollar 7881",-71.754288,42.524651,"126 Mechanic St","","Leominster","MA","01453","5752","WORCESTER"
"Family Dollar 1972",-72.609375,42.147972,"209 Exchange St","","Chicopee","MA","01013","1246","HAMPDEN"
"Family Dollar 2122",-72.518867,42.136963,"786 Boston Rd","","Springfield","MA","01119","1350","HAMPDEN"
"Family Dollar 2283",-72.572838,42.200111,"1600 Memorial Dr","","Chicopee","MA","01020","3933","HAMPDEN"
"Family Dollar 2666",-72.567024,42.087799,"292 Belmont Ave","","Springfield","MA","01108","2061","HAMPDEN"
"Family Dollar 4907",-72.580948,42.094055,"575 Main St","","Springfield","MA","01105","2437","HAMPDEN"
"Family Dollar 5705",-72.498741,42.116459,"1201 Parker St","","Springfield","MA","01129","1031","HAMPDEN"
"Family Dollar 2485",-72.750031,42.124775,"39 Franklin St","","Westfield","MA","01085","2224","HAMPDEN"
"Family Dollar 2579",-72.612762,42.20187,"555 High St","","Holyoke","MA","01040","5253","HAMPDEN"
"Family Dollar 3492",-72.630997,42.184799,"2261 Northampton St","","Holyoke","MA","01040","3447","HAMPDEN"
"Family Dollar 4637",-72.56823,42.110443,"718 State St","","Springfield","MA","01109","4108","HAMPDEN"
"Family Dollar 3060",-71.101852,42.129799,"605 Washington St","","Stoughton","MA","02072","4209","NORFOLK"
"Family Dollar 5490",-71.110107,42.38401,"622 Somerville Ave","Ste 1","Somerville","MA","02143","3211","MIDDLESEX"
"Family Dollar 2392",-71.046417,42.335892,"459 W Broadway","","Boston","MA","02127","2218","SUFFOLK"
"Friendly Farm Convenience Store",-70.876511,41.633541,"121 Sconticut Neck Rd","","Fairhaven","MA","02719","1730","BRISTOL"
"Family Dollar 2684",-71.037987,42.375278,"22 Bennington St","","Boston","MA","02128","1704","SUFFOLK"
"Family Dollar 2718",-71.121765,42.39526,"245 Elm St","","Somerville","MA","02144","2934","MIDDLESEX"
"Family Dollar 3233",-71.123184,42.255867,"1248 River St","","Hyde Park","MA","02136","2833","SUFFOLK"
"Family Dollar 3389",-71.002251,42.24897,"1445 Hancock St","Ste 1","Quincy","MA","02169","5215","NORFOLK"
"Family Dollar 3807",-71.045494,42.169014,"340 N Main St","","Randolph","MA","02368","4173","NORFOLK"
"Family Dollar 4288",-71.237068,42.370739,"309 Moody St","","Waltham","MA","02453","5206","MIDDLESEX"
"Family Dollar 7284",-71.094398,42.372871,"1030 Cambridge St","","Cambridge","MA","02141","1018","MIDDLESEX"
"Family Dollar 5180",-71.156403,42.285095,"1902 Centre St","","West Roxbury","MA","02132","1924","SUFFOLK"
"Family Dollar 5274",-71.055161,42.407536,"450 Broadway","","Everett","MA","02149","3601","MIDDLESEX"
"Family Dollar 6068",-71.030746,42.394634,"615 Broadway","","Chelsea","MA","02150","2555","SUFFOLK"
"Family Dollar 7061",-71.155319,42.249287,"216 Bussey St","","Dedham","MA","02026","2512","NORFOLK"
"Farmers' Outlet II LLC",-70.990425,41.902615,"255 Cape Hwy","","East Taunton","MA","02718","1512","BRISTOL"
"Los Mayimbe Market",-71.022446,42.399555,"891 Broadway","","Chelsea","MA","02150","3058","SUFFOLK"
"Valley Mart",-72.601624,42.585171,"4 Mill St","","Greenfield","MA","01301","3217","FRANKLIN"
"Cardenes Market",-71.171555,42.71941,"513 Hampshire St","","Lawrence","MA","01841","1040","ESSEX"
"Happy Family Food Market",-71.060135,42.350739,"11A Hudson St","","Boston","MA","02111","1903","SUFFOLK"
"Tedeschi Food Shops 369",-71.064484,42.088562,"17 Pearl St","","Brockton","MA","02301","2803","PLYMOUTH"
"BERKSHIRE INTERNATIONAL MARKET",-73.252495,42.453419,"340 North St","","Pittsfield","MA","01201","4605","BERKSHIRE"
"Costco Wholesale 0301",-70.978973,42.557045,"11 Newbury St","","Danvers","MA","01923","1014","ESSEX"
"Costco Wholesale 0302",-72.620949,42.133423,"119 Daggett Dr","","W Springfield","MA","01089","4672","HAMPDEN"
"Costco Wholesale 0303",-71.067764,42.13493,"120 Stockwell Dr","","Avon","MA","02322","1149","NORFOLK"
"Costco Wholesale 0308",-71.264046,42.396858,"71 2nd Ave","","Waltham","MA","02451","1107","MIDDLESEX"
"Costco Wholesale 0319",-71.175804,42.230148,"200 Legacy Blvd","","Dedham","MA","02026","2653","NORFOLK"
"Costco Wholesale 0333",-71.070427,42.401501,"2 Mystic View Rd","","Everett","MA","02149","2428","MIDDLESEX"
"Star Food Mart",-71.081154,41.881634,"93 1/2 Plain St","","Taunton","MA","02780","4969","BRISTOL"
"Richdale Food Shop",-70.959366,42.488419,"229 Broadway","","Lynn","MA","01904","1844","ESSEX"
"Shaw Farm",-71.332001,42.681332,"195 New Boston Rd","","Dracut","MA","01826","2516","MIDDLESEX"
"Commercial Fruit & Garden Outlet",-71.819252,42.230881,"1050 Southbridge St","","Worcester","MA","01610","2235","WORCESTER"
"Charles Street Convenience",-71.085388,42.42297,"429 Charles St","","Malden","MA","02148","6342","MIDDLESEX"
"Honeyland Farms",-72.584412,42.123993,"766 Liberty St","","Springfield","MA","01104","2422","HAMPDEN"
"Edgemere Mini Mart",-71.767212,42.250713,"734 Grafton St","Unit 3","Worcester","MA","01604","2342","WORCESTER"
"Tedeschi Food Shops 496",-71.010239,42.407452,"140 Beach St","","Revere","MA","02151","5026","SUFFOLK"
"Tedeschi Food Shops 441",-71.085861,42.381325,"90 Washington St","","Somerville","MA","02143","4446","MIDDLESEX"
"Friendly Farm",-71.407806,42.300816,"155 Cochituate Rd","","Framingham","MA","01701","7821","MIDDLESEX"
"Saigon Market",-71.060173,42.193409,"1112 N Main St","","Randolph","MA","02368","2132","NORFOLK"
"Walgreens 12399",-71.090889,41.920486,"226 Broadway","","Taunton","MA","02780","1816","BRISTOL"
"7-Eleven 33686A",-71.822899,42.257282,"409 Park Ave","","Worcester","MA","01610","1026","WORCESTER"
"Tedeschi Food Shop 302",-71.824203,42.249104,"973 Main St","","Worcester","MA","01603","2412","WORCESTER"
"Dollar Tree 4289",-71.07943,42.415318,"11 Highland Ave","","Malden","MA","02148","6603","MIDDLESEX"
"State Street News Stand",-72.587532,42.100422,"93 State St","","Springfield","MA","01103","2003","HAMPDEN"
"Kennedys Market",-71.542175,42.338562,"247 Maple St","","Marlborough","MA","01752","3237","MIDDLESEX"
"CVS Pharmacy 260",-71.070786,42.360573,"155 Charles St","","Boston","MA","02114","3294","SUFFOLK"
"Jacqueline Mini Market",-71.173286,42.704971,"334 Lowell St","","Lawrence","MA","01841","4339","ESSEX"
"Bay Street Shell 101",-72.534157,42.130474,"1487 Bay St","","Springfield","MA","01109","1201","HAMPDEN"
"CVS Pharmacy 2071",-72.6203,42.202473,"400 Beech St","","Holyoke","MA","01040","3811","HAMPDEN"
"CVS Pharmacy 8437",-71.291916,42.30024,"188 Linden St","","Wellesley","MA","02482","7933","NORFOLK"
"CVS Pharmacy 31",-71.028069,42.220501,"S Shore Plz","250 Granite St #1096","Braintree","MA","02184","2804","NORFOLK"
"CVS Pharmacy 107",-71.206902,42.350479,"304 Walnut St","","Newtonville","MA","02460","1907","MIDDLESEX"
"CVS Pharmacy 183",-71.246674,42.540375,"700 Boston Rd","Route 3A Towne Plz","Billerica","MA","01821","","MIDDLESEX"
"CVS Pharmacy 189",-71.20195,42.502899,"1317 Burlington Mall","Middlesex Turnpike","Burlington","MA","01803","","MIDDLESEX"
"CVS Pharmacy 290",-71.132553,42.503826,"300 Mishawum Rd","Ste 1","Woburn","MA","01801","6817","MIDDLESEX"
"CVS Pharmacy 301",-71.100761,42.495171,"107 Main St","","Stoneham","MA","02180","3305","MIDDLESEX"
"CVS Pharmacy 302",-71.646141,42.125008,"1163 Providence Rd","","Whitinsville","MA","01588","2119","WORCESTER"
"Boston Maintenance Supply Inc/BMS Paper",-71.105492,42.308449,"3390 Washington St","","Jamaica Plain","MA","02130","2612","SUFFOLK"
"Kurts Corner",-70.868637,41.861828,"353 Wareham St","","Middleboro","MA","02346","3221","PLYMOUTH"
"Plumtree Market",-72.531242,42.098167,"454 Plumtree Rd","","Springfield","MA","01118","1626","HAMPDEN"
"China Merchandise",-71.194252,42.499744,"120 Cambridge St","Ste 9","Burlington","MA","01803","4180","MIDDLESEX"
"T & N Convenience Store",-71.013947,42.063938,"1064 Montello St","","Brockton","MA","02301","6807","PLYMOUTH"
"Walgreens 12589",-71.489731,42.02557,"1 Wrentham St","","Bellingham","MA","02019","2532","NORFOLK"
"Friendly Corner Convenience",-71.130363,42.39743,"2408 Massachussetts Ave","","Cambridge","MA","02140","1833","MIDDLESEX"
"EZ Mart",-71.54171,42.335655,"329 Maple St","#3","Marlborough","MA","01752","","MIDDLESEX"
"Discount Tobacco",-71.143898,41.704781,"345 Robeson St","","Fall River","MA","02720","5231","BRISTOL"
"Tedeschi Food Shop 309",-70.954918,42.242657,"259 Bridge St","","North Weymouth","MA","02191","1126","NORFOLK"
"Union Square Farmers Market",-71.095634,42.379711,"66-70 Union Square","","Somerville","MA","02143","","MIDDLESEX"
"George Floyd Mini Mart",-71.798103,42.238235,"687 Millbury St","","Worcester","MA","01607","1022","WORCESTER"
"Tedesch Food Shops 452",-70.895218,42.501614,"72 Loring Ave","","Salem","MA","01970","","ESSEX"
"Bernardston Farmers Market",-72.562325,42.657421,"220 South St","Parking Lot","Bernardston","MA","01337","9447","FRANKLIN"
"Honeyland Farms",-72.582283,42.096931,"806 Main St","","Springfield","MA","01105","2316","HAMPDEN"
"Daily Market",-71.409027,42.288788,"9 Hartford St","","Framingham","MA","01702","2325","MIDDLESEX"
"Marios Lebanese Syrian Bakery",-71.136955,41.691189,"260 Harrison St","","Fall River","MA","02723","1710","BRISTOL"
"Weymouth Market",-70.926598,42.216125,"784 Broad St","","East Weymouth","MA","02189","2006","NORFOLK"
"Minit Mart",-71.149345,42.47015,"111 Main St","","Woburn","MA","01801","5644","MIDDLESEX"
"J and W Aseda Plaza",-71.809196,42.257137,"753 Main St","","Worcester","MA","01610","3162","WORCESTER"
"Railroad Variety",-70.664246,42.615341,"2 Railroad Ave","","Gloucester","MA","01930","3541","ESSEX"
"Amherst Market Inc",-72.518776,42.381214,"259 Triangle St","","Amherst","MA","01002","2144","HAMPSHIRE"
"Quick Pic",-70.957031,41.770214,"1 Chace Rd","","East Freetown","MA","02745","","BRISTOL"
"L & R Market",-71.149048,42.714581,"486 Howard St","","Lawrence","MA","01841","2124","ESSEX"
"South Hadley Farmers Market",-72.575752,42.258495,"9 College St","Town Green","S Hadley","MA","01075","","HAMPSHIRE"
"Edianis Market",-71.105026,42.322727,"331 Centre St","Ste 1","Jamaica Plain","MA","02130","1269","SUFFOLK"
"Cumberland Farms 0195",-72.577438,42.18708,"1061 Memorial Dr","","Chicopee","MA","01020","3935","HAMPDEN"
"Market Basket 62",-71.846649,42.114796,"95 Sutton Ave","","Oxford","MA","01540","1812","WORCESTER"
"TD Family Market",-70.881966,42.558811,"407 Cabot St","","Beverly","MA","01915","","ESSEX"
"Quincy Farmers Market",-71.006439,42.246761,"John Hancock Municipal Parking Lot","","Quincy","MA","02169","","NORFOLK"
"Walgreens 05075",-71.193756,42.579586,"2341 Main St","","Tewksbury","MA","01876","3162","MIDDLESEX"
"Hyannis Convenience",-70.291489,41.648808,"631 Main St","Ste 4","Hyannis","MA","02601","5400","BARNSTABLE"
"Skip's Country Store",-70.94194,42.703026,"801 Haverhill St","","Rowley","MA","01969","2435","ESSEX"
"Cove Convenience",-70.970451,42.370674,"559 Shirley St","","Winthrop","MA","02152","1325","SUFFOLK"
"Highland Farm Convenience Store",-72.620842,42.177456,"464 Chicopee St","","Chicopee","MA","01013","2108","HAMPDEN"
"Devnandan Corp/ Wolcott General Store",-71.132019,42.237198,"171 Wolcott Sq","","Hyde Park","MA","02136","2495","SUFFOLK"
"Melchris of Boston Inc",-70.947762,42.464317,"74 Central Ave","","Lynn","MA","01901","1104","ESSEX"
"Cumberland Farms 6661",-70.923477,42.858166,"132 Elm St","","Amesbury","MA","01913","3002","ESSEX"
"Dollar Tree 4276",-70.649864,42.634403,"221 Gloucester Crossing","","Gloucester","MA","01930","","ESSEX"
"Family Dollar 8082",-72.584167,42.120979,"665 Liberty St","Ste 1","Springfield","MA","01104","2462","HAMPDEN"
"Tedeschi Food Shops 313",-71.00206,42.080208,"443 Crescent St","","Brockton","MA","02302","3203","PLYMOUTH"
"Polo Market",-71.020988,42.400921,"944 Broadway","","Chelsea","MA","02150","","SUFFOLK"
"Western Ave Market Inc",-71.113113,42.364605,"317 Western Ave","","Cambridge","MA","02139","3747","MIDDLESEX"
"DM Variety",-71.036041,42.367226,"326 Sumner St","","Boston","MA","02128","2124","SUFFOLK"
"City Zone Market Inc",-72.582024,42.096554,"770 Main St","","Springfield","MA","01105","2429","HAMPDEN"
"CVS Pharmacy 1031",-71.139618,42.275997,"4600 Washington St","","Roslindale","MA","02131","4832","SUFFOLK"
"CVS Pharmacy 3890",-71.149559,42.355503,"207 Market St","","Brighton","MA","02135","1920","SUFFOLK"
"Minit Mart",-72.027122,42.073334,"39 Main St","","Southbridge","MA","01550","2520","WORCESTER"
"Cumberland Farms 6720",-71.932442,42.245628,"1530 Main St","","Leicester","MA","01524","1915","WORCESTER"
"Chamas Mart",-71.089645,42.312847,"198 Humboldt Ave","","Dorchester","MA","02121","1728","SUFFOLK"
"Desi Market",-71.674133,42.281292,"1000 Boston Tpke","Ste 15","Shrewsbury","MA","01545","3399","WORCESTER"
"Rite Aid 10055",-72.315773,42.099522,"117 Main St","","Monson","MA","01057","1320","HAMPDEN"
"Rite Aid 10057",-72.328896,42.159607,"1047 Thorndike St","","Palmer","MA","01069","1504","HAMPDEN"
"Rite Aid 10058",-72.699348,42.252151,"14 College Hwy","","Southampton","MA","01073","9406","HAMPSHIRE"
"Rite Aid 10060",-72.746803,42.11404,"7 E Silver St","","Westfield","MA","01085","4407","HAMPDEN"
"Rite Aid 10065",-73.203773,42.469536,"37 Cheshire Rd","","Pittsfield","MA","01201","1858","BERKSHIRE"
"Rite Aid 10067",-73.237778,42.443832,"180 Elm St Ste J","","Pittsfield","MA","01201","6500","BERKSHIRE"
"Rite Aid 10069",-73.360985,42.19714,"197 Main St","","Great Barrington","MA","01230","1602","BERKSHIRE"
"Rite Aid 10071",-73.246704,42.304359,"25 Park St","","Lee","MA","01238","1701","BERKSHIRE"
"Rite Aid 10073",-73.184036,42.701866,"212 Main St","","Williamstown","MA","01267","2641","BERKSHIRE"
"Rite Aid 10077",-71.980118,42.566177,"52 Pearson Blvd","","Gardner","MA","01440","3947","WORCESTER"
"Rite Aid 10082",-71.660522,42.650124,"18 MAIN ST.  RTE. 119","","TOWNSEND","MA","01469","","MIDDLESEX"
"Rite Aid 10085",-71.835106,42.336624,"5 Shrewsbury St","","Holden","MA","01520","1842","WORCESTER"
"Rite Aid 10086",-71.760986,42.192574,"25 Main St","","Millbury","MA","01527","2003","WORCESTER"
"Rite Aid 10088",-71.866936,42.102791,"175 Main St","","Oxford","MA","01540","2352","WORCESTER"
"Rite Aid 10097",-71.428566,42.441399,"100 Powdermill Rd","","Acton","MA","01720","5932","MIDDLESEX"
"Rite Aid 10098",-71.431786,42.240997,"339 Pond St","","Ashland","MA","01721","2327","MIDDLESEX"
"Rite Aid 10100",-71.351303,42.462833,"71 Lowell Rd Unit B-1","","Concord","MA","01742","1709","MIDDLESEX"
"Rite Aid 10101",-71.569298,42.383556,"157 Washington St","","Hudson","MA","01749","2765","MIDDLESEX"
"Rite Aid 10106",-71.422165,42.360703,"423 Boston Post Rd","","Sudbury","MA","01776","3011","MIDDLESEX"
"Rite Aid 10109",-71.145866,42.664696,"229 N Main St","","Andover","MA","01810","3115","ESSEX"
"Rite Aid 10110",-71.263985,42.552555,"467 Boston Rd","","Billerica","MA","01821","2810","MIDDLESEX"
"Rite Aid 10119",-71.355675,42.634163,"25 Wood St","","Lowell","MA","01851","1518","MIDDLESEX"
"Rite Aid 10122",-71.106361,42.522331,"25 Haven St","","Reading","MA","01867","2930","MIDDLESEX"
"Rite Aid 10123",-71.101341,42.520103,"15 Bolton St","","Reading","MA","01867","3253","MIDDLESEX"
"Rite Aid 10125",-71.271057,42.646076,"935 Andover St","","Tewksbury","MA","01876","1055","MIDDLESEX"
"Rite Aid 10126",-71.423714,42.565929,"1 Carlisle Rd","","Westford","MA","01886","3601","MIDDLESEX"
"Rite Aid 10127",-71.181908,42.558151,"208 Main St","","Wilmington","MA","01887","2341","MIDDLESEX"
"Rite Aid 10130",-71.018555,42.486282,"359 Broadway","","Saugus","MA","01906","1905","ESSEX"
"Rite Aid 10131",-70.935867,42.845493,"15 Haverhill Rd","","Amesbury","MA","01913","3521","ESSEX"
"Rite Aid 10137",-71.149216,42.138741,"4 Washington St","","Canton","MA","02021","4004","NORFOLK"
"Rite Aid 10138",-71.385475,42.08046,"265 E Central St","","Franklin","MA","02038","1317","NORFOLK"
"Rite Aid 10140",-70.904091,42.249222,"184 Lincoln St","","Hingham","MA","02043","1718","PLYMOUTH"
"Rite Aid 10141",-71.230545,42.030697,"243 Chauncy St","","Mansfield","MA","02048","1247","BRISTOL"
"Rite Aid 10142",-70.705055,42.092037,"1900 Ocean St","","Marshfield","MA","02050","3304","PLYMOUTH"
"Rite Aid 10143",-70.877045,42.170673,"119 Washington St","","Norwell","MA","02061","1728","PLYMOUTH"
"Rite Aid 10144",-71.189575,42.180489,"991 Providence Hwy","","Norwood","MA","02062","5001","NORFOLK"
"Rite Aid 10145",-71.221504,42.17955,"469 Walpole St","","Norwood","MA","02062","1710","NORFOLK"
"Rite Aid 10147",-71.101822,42.128727,"638 Washington St","","Stoughton","MA","02072","4212","NORFOLK"
"Rite Aid 10148",-71.06266,42.361141,"100 Cambridge St","Ste 102","Boston","MA","02114","2505","SUFFOLK"
"Rite Aid 10157",-71.124657,42.253426,"1329 Hyde Park Ave","","Hyde Park","MA","02136","2713","SUFFOLK"
"Rite Aid 10158",-71.119446,42.384632,"1740 Massachusetts Ave","","Cambridge","MA","02138","1804","MIDDLESEX"
"Rite Aid 10171",-71.023018,42.271797,"475 Hancock St","","North Quincy","MA","02171","2414","NORFOLK"
"Rite Aid 10173",-71.004784,42.202206,"11 Pearl St","","Braintree","MA","02184","6519","NORFOLK"
"Rite Aid 10174",-70.960533,42.212601,"326 Washington St Unit 1","","Weymouth","MA","02188","2932","NORFOLK"
"Rite Aid 10177",-70.973053,41.996014,"233 Broad St","","Bridgewater","MA","02324","1741","PLYMOUTH"
"Rite Aid 10178",-70.683601,42.025311,"46 Depot St","","Duxbury","MA","02332","4453","PLYMOUTH"
"Rite Aid 10185",-71.219376,42.369167,"80 River St","","Waltham","MA","02453","8306","MIDDLESEX"
"Rite Aid 10187",-70.608253,41.552418,"520 Main St","","Falmouth","MA","02540","3129","BARNSTABLE"
"Rite Aid 10193",-69.993179,41.7864,"130 RT 6A","","Orleans","MA","02653","3257","BARNSTABLE"
"Rite Aid 10204",-71.145042,41.746628,"985 County St","","Somerset","MA","02726","5005","BRISTOL"
"Maple Ave Shell 04022",-71.717667,42.294388,"29 Maple Ave","","Shrewsbury","MA","01545","2921","WORCESTER"
"Leominster Shell 04018",-71.743668,42.513123,"436 Lancaster St","","Leominster","MA","01453","4336","WORCESTER"
"West Boylston Shell 04025",-71.786766,42.34568,"257 W Boylston St","","West Boylston","MA","01583","1725","WORCESTER"
"Norwood Shell 04019",-71.222343,42.178173,"491 Walpole St","","Norwood","MA","02062","1710","NORFOLK"
"Attleboro Shell 04002",-71.315674,41.935696,"227 Lathrop Rd","","Attleboro","MA","02703","3401","BRISTOL"
"Franklin Irving 04015",-71.394821,42.106441,"455 Lincoln St","","Franklin","MA","02038","1531","NORFOLK"
"Pearson Blvd Shell 04017",-71.981613,42.566525,"6 Pearson Blvd","","Gardner","MA","01440","3910","WORCESTER"
"Dream Flower Variety LLC",-72.567719,42.103672,"216 Hancock St","","Springfield","MA","01109","4350","HAMPDEN"
"In And Out Convenience Store",-71.77787,42.566772,"37 Airport Rd","","Fitchburg","MA","01420","8109","WORCESTER"
"Impocos Poultry Market",-72.564095,42.098091,"468 Walnut St","","Springfield","MA","01105","1621","HAMPDEN"
"Southbridge Shell 04033",-72.019791,42.097359,"716 Worcester St","","Southbridge","MA","01550","1385","WORCESTER"
"Winchendon Shell 04095",-72.003944,42.641041,"93 Gardner Rd","","Winchendon","MA","01475","2106","WORCESTER"
"Tower Convenience Store",-72.585564,42.102795,"10 Chestnut St","","Springfield","MA","01103","","HAMPDEN"
"Salem Street Market",-71.054916,42.431068,"375 Salem St","","Malden","MA","02148","4234","MIDDLESEX"
"Ecuador Andino Store",-72.607788,42.339619,"41 Russell St","Ste 1","Hadley","MA","01035","9422","HAMPSHIRE"
"Aldi 20",-72.500992,42.140537,"1284 Boston Rd","","Springfield","MA","01119","1323","HAMPDEN"
"Sams",-72.094887,42.111046,"392 Main St","","Sturbridge","MA","01566","","WORCESTER"
"Foodland Halal Market",-71.194252,42.499744,"120 Cambridge St","Ste 9A","Burlington","MA","01803","4180","MIDDLESEX"
"Price Rite 339",-71.108963,42.262119,"870 River St","","Hyde Park","MA","02136","3715","SUFFOLK"
"CVS Pharmacy 1603",-70.8787,42.171947,"104 Washington St","","Norwell","MA","02061","1712","PLYMOUTH"
"Mini Food Mart",-70.279922,41.654697,"252 Main St","Unit 2","Hyannis","MA","02601","4097","BARNSTABLE"
"Crickets Corner",-72.596642,42.112839,"414 Chestnut St","","Springfield","MA","01104","","HAMPDEN"
"Uxbridge SHELL 04024",-71.695976,42.086159,"30 Lackey Dam Rd","","Oxbridge","MA","01569","","WORCESTER"
"Hess 21212",-71.022285,42.430958,"630 Squire Rd","","Revere","MA","02151","1864","SUFFOLK"
"Hess 21302",-70.87867,42.551918,"295 Cabot St","","Beverly","MA","01915","4525","ESSEX"
"Hess 21322",-71.334435,42.645237,"558 Pawtucket St","","Lowell","MA","01854","3025","MIDDLESEX"
"Hess 21517",-71.055031,42.33469,"151 Old Colony Ave","","Boston","MA","02127","2418","SUFFOLK"
"Hess 21332",-71.049004,41.906174,"447 Route 44","","Raynham","MA","02767","1442","BRISTOL"
"Hess 21328",-71.331932,41.986298,"154 N Washington St","","North Attleboro","MA","02760","1732","BRISTOL"
"Hess 21315",-71.981194,42.566307,"19 Pearson Blvd","","Gardner","MA","01440","3909","WORCESTER"
"Hess 21304",-71.289421,42.582199,"192 Boston Rd","","North Billerica","MA","01862","2309","MIDDLESEX"
"Hess 21236",-71.746857,42.503262,"700 Central St","","Leominster","MA","01453","6104","WORCESTER"
"Hess 21230",-71.338623,42.678093,"1643 Lakeview Ave","","Dracut","MA","01826","","MIDDLESEX"
"Hess 21225",-71.332779,41.8885,"1502 Newman Ave","","Seekonk","MA","02771","2613","BRISTOL"
"Hess 21220",-71.645737,42.124699,"1144 Providence Rd","","Whitinsville","MA","01588","","WORCESTER"
"Hess 21219",-71.011742,42.053364,"1614 Main St","","Brockton","MA","02301","7158","PLYMOUTH"
"Hess 21217",-72.499992,42.091347,"453 Cooley St","","Springfield","MA","01128","1113","HAMPDEN"
"Hess 21209",-72.574417,42.196266,"1423 Memorial Dr","","Chicopee","MA","01020","3967","HAMPDEN"
"Hess 21528",-71.765633,42.273743,"312 Belmont St","","Worcester","MA","01604","1005","WORCESTER"
"Quintal Brothers Fruit Market",-70.687866,41.976784,"1 S Spooner St","","Plymouth","MA","02360","4446","PLYMOUTH"
"VIP Convenience",-71.129189,42.396435,"2362 Massachusetts Ave","","Cambridge","MA","02140","1852","MIDDLESEX"
"Tedeschi Food Shops 119",-71.155853,41.665039,"1099 William S Canning Blvd","","Fall River","MA","02721","3128","BRISTOL"
"Tedeschi Food Shops 222",-71.054619,42.403214,"2029 Revere Beach Pkwy","","Everett","MA","02149","5918","MIDDLESEX"
"On A Roll Sales",-71.062668,42.05674,"121 Liberty St","","Brockton","MA","02301","5518","PLYMOUTH"
"Spiceland",-71.194252,42.499744,"120 Cambridge St","Ste 4","Burlington","MA","01803","4180","MIDDLESEX"
"Oxford SHELL 04020",-71.894928,42.166946,"138 Southbridge Rd","","North Oxford","MA","01537","1205","WORCESTER"
"The Food Shed At Enterprise Farm DF",-72.566216,42.567387,"75 River Rd","","South Deerfield","MA","01373","9752","FRANKLIN"
"New Academy Market",-71.096283,42.31789,"2981 Washington St","","Roxbury","MA","02119","1201","SUFFOLK"
"Timpany Blvd Shell",-71.990372,42.56131,"264 Timpany Blvd","","Gardner","MA","01440","3133","WORCESTER"
"Fields Corner Farmers Market FM",-71.060661,42.298599,"Dorchester Ave  at Park Street","","Dorchester","MA","02122","","SUFFOLK"
"Tedeschi Food Shops 479",-71.560402,42.347057,"87 Chestnut St","","Marlborough","MA","01752","2162","MIDDLESEX"
"Los Amigos Market Inc",-71.300514,42.642323,"232 High St","","Lowell","MA","01852","2323","MIDDLESEX"
"Tedeschis Food Shops 339",-71.015564,42.297375,"751 E Squantum St","","Quincy","MA","02171","1257","NORFOLK"
"South Broadway Market",-71.162994,42.696121,"135 S Broadway","","Lawrence","MA","01843","1425","ESSEX"
"Lexington Farmers Market FM",-71.232742,42.478722,"Massachusetts & Fletcher","","Lexington","MA","02420","1315","MIDDLESEX"
"Blue Hill Convenience",-71.07785,42.320057,"137B Blue Hill Ave","","Roxbury","MA","02119","2116","SUFFOLK"
"Hess 21341",-72.243851,42.259869,"18 West St","","Ware","MA","01082","1436","HAMPSHIRE"
"Hess 21202",-72.633743,42.329578,"237 King St","","Northampton","MA","01060","2361","HAMPSHIRE"
"Genes Variety",-71.531746,42.137672,"80 Water St","","Milford","MA","01757","4199","WORCESTER"
"Casa de Carnes Solucao",-71.806999,42.260265,"43 Chandler St","","Worcester","MA","01609","2981","WORCESTER"
"MAMA SUPERMARKET",-71.091408,42.283989,"1178 Blue Hill Ave","","Mattapan","MA","02126","1819","SUFFOLK"
"Allen Street Convenience",-70.935196,41.625984,"282 Allen St","","New Bedford","MA","02740","3327","BRISTOL"
"RIverside 2",-70.988724,42.46022,"826 Boston St","","Lynn","MA","01905","1545","ESSEX"
"Hess 21521",-71.087379,42.390408,"709 McGrath Hwy","","Somerville","MA","02145","2108","MIDDLESEX"
"Hess 21505",-71.145195,41.698147,"614 Pleasant St","","Fall River","MA","02721","4316","BRISTOL"
"Hess 21331",-70.680153,41.955502,"105 Samoset St","","Plymouth","MA","02360","4801","PLYMOUTH"
